id,survey.demoAge,survey.gender,survey.ethnicity.0,survey.ethnicity.1,survey.ethnicity.2,survey.ethnicity.3,survey.ethnicity.4,survey.ethnicity.5,survey.ethnicity.6,survey.switchFromStem,survey.intendToSwtich,survey.intendedMajor,survey.involvedInActivity,survey.intendedActivity.0,survey.intendedActivity.1,survey.intendedActivity.2,survey.intendedActivity.3,survey.intendedActivity.4,survey.intendedActivity.5,survey.intendedActivity.6,survey.intendedActivity.7,survey.intendedActivity.8,survey.intendedActivity.9,survey.intendedActivity.10,survey.intendedActivity.11,survey.intendedActivity.12,survey.no_OCA_1to14.noOCAReason13,survey.no_OCA_1to14.noOCAReason14,survey.noOCA_15to30.noOCAReason15,survey.noOCA_15to30.noOCAReason16,survey.noOCA_15to30.noOCAReason17,survey.noOCA_15to30.noOCAReason18,survey.noOCA_15to30.noOCAReason19,survey.noOCA_15to30.noOCAReason20,survey.noOCA_15to30.noOCAReason21,survey.noOCA_15to30.noOCAReason22,survey.noOCA_15to30.noOCAReason23,survey.noOCA_15to30.noOCAReason24,survey.noOCA_15to30.noOCAReason25,survey.noOCA_15to30.noOCAReason26,survey.noOCA_15to30.noOCAReason27,survey.noOCA_15to30.noOCAReason28,survey.noOCA_15to30.noOCAReason29,survey.noOCA_15to30.noOCAReason30,survey.ae_grit.ae1,survey.ae_grit.ae2,survey.ae_grit.ae3,survey.ae_grit.ae4,survey.ae_grit.ae5,survey.ae_grit.ae6,survey.ae_grit.ae7,survey.ae_grit.ae8,survey.ae_grit.ae9,survey.ae_grit.ae10,survey.ae_grit.ae11,survey.ae_grit.ae12,survey.ae_grit.ae13,survey.ae_grit.ae14,survey.ae_grit.ae15,survey.ae_grit.ae16,survey.ae_grit.ae17,survey.ae_grit.ae18,survey.ae_grit.ae19,survey.ae_grit.ae20,survey.ae_grit.ae21,survey.ae_grit.ae22,survey.ae_grit.ae23,survey.ae_grit.ae24,survey.ae_grit.ae25,survey.ae_grit.ae26,survey.ae_grit.ae27,survey.ae_grit.ae28,survey.ae_grit.grit1,survey.ae_grit.grit2,survey.ae_grit.grit3,survey.ae_grit.grit4,survey.ae_grit.grit5,survey.ae_grit.grit6,survey.ae_grit.grit7,survey.ae_grit.grit8,survey.livingArea,survey.gpa.firstYearGPA,survey.gpa.cumulativeGPA,survey.gpa.maxGPA,survey.guardian1,survey.guardian2,survey.parentEducation.guardian1SchoolLevel,survey.parentEducation.guardian2SchoolLevel,survey.siblingCompleteDegree,survey.houseIncome,survey.usCitizen,survey.military,survey.disability,survey.lgbt,survey.highschool1,survey.highschool2,survey.highschool3,survey.highschool4,survey.highschool5,survey.highschool6,survey.contact1,survey.contact2,survey.all.0,survey.all.1,survey.all.2,survey.all.3,survey.all.4,survey.all.5,survey.all.6,survey.all.7,survey.all.8,survey.all.9,survey.all.10,survey.all.11,survey.all.12,survey.all.13,survey.all.14,survey.all.15,survey.all.16,survey.all.17,survey.all.18,survey.all.19,survey.levelAct.levelAct20,survey.participationHours,survey.participationCredit,survey.participationPaid,survey.allOut.allOut1,survey.allOut.allOut2,survey.allOut.allOut3,survey.allOut.allOut4,survey.allOut.allOut5,survey.allOut.allOut6,survey.allOut.allOut7,survey.allOut.allOut8,survey.allOut.allOut9,survey.allOut.allOut10,survey.allOut.allOut11,survey.allOut.allOut12,survey.allOut.allOut13,survey.allOut.allOut14,survey.allOut.allOut15,survey.allOut.allOut16,survey.allOut.allOut17,survey.allOut.allOut18,survey.allOut.allOut19,survey.allOut.allOut20,survey.allOut.allOut21,survey.allOut.allOut22,survey.allOut.allOut23,survey.allOut.allOut24,survey.allOut.allOut25,survey.allOut.allOut26,survey.allOut.allOut27,survey.allOut.allOut28,survey.allOut.allOut29,survey.allOut.allOut30,survey.allReason_1to14.allReason1,survey.allReason_1to14.allReason2,survey.allReason_1to14.allReason3,survey.allReason_1to14.allReason4,survey.allReason_1to14.allReason5,survey.allReason_1to14.allReason6,survey.allReason_1to14.allReason7,survey.allReason_1to14.allReason8,survey.allReason_1to14.allReason9,survey.allReason_1to14.allReason10,survey.allReason_1to14.allReason11,survey.allReason_1to14.allReason12,survey.allReason_1to14.allReason13,survey.allReason_1to14.allReason14,survey.allReason_15to30.allReason15,survey.allReason_15to30.allReason16,survey.allReason_15to30.allReason17,survey.allReason_15to30.allReason18,survey.allReason_15to30.allReason19,survey.allReason_15to30.allReason20,survey.allReason_15to30.allReason21,survey.allReason_15to30.allReason22,survey.allReason_15to30.allReason23,survey.allReason_15to30.allReason24,survey.allReason_15to30.allReason25,survey.allReason_15to30.allReason26,survey.allReason_15to30.allReason27,survey.allReason_15to30.allReason28,survey.allReason_15to30.allReason29,survey.allReason_15to30.allReason30,survey.top,survey.topOut.topOut1,survey.topOut.topOut2,survey.topOut.topOut3,survey.topOut.topOut4,survey.topOut.topOut5,survey.topOut.topOut6,survey.topOut.topOut7,survey.topOut.topOut8,survey.topOut.topOut9,survey.topOut.topOut10,survey.topOut.topOut11,survey.topOut.topOut12,survey.topOut.topOut13,survey.topOut.topOut14,survey.topOut.topOut15,survey.topOut.topOut16,survey.topOut.topOut17,survey.topOut.topOut18,survey.topOut.topOut19,survey.topOut.topOut20,survey.topOut.topOut21,survey.topOut.topOut22,survey.topOut.topOut23,survey.topOut.topOut24,survey.topOut.topOut25,survey.topOut.topOut26,survey.topOut.topOut27,survey.topOut.topOut28,survey.topOut.topOut29,survey.topOut.topOut30,survey.topReason.topReason1,survey.topReason.topReason2,survey.topReason.topReason3,survey.topReason.topReason4,survey.topReason.topReason5,survey.topReason.topReason6,survey.topReason.topReason7,survey.topReason.topReason8,survey.topReason.topReason9,survey.topReason.topReason10,survey.topReason.topReason11,survey.topReason.topReason12,survey.topReason.topReason13,survey.topReason.topReason14
1148,20,Woman,Black,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,2,1,2,3,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,3,3,4,4,4,3,3,4,3,3,2,3,"A residence hall, but not as part of a living/learning program",,3.2,,Father,Mother,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Pine Forest High School,28311,Yes,5,4,,Yes,2_Culture,9_Job,13_Music,18_Sports,,,,,,,,,,,,,,,,,,4-6,No,Yes,3,4,4,3,3,4,4,4,4,4,4,4,4,2,2,2,3,3,3,3,2,3,3,2,3,2,1,1,2,1,1,3,3,3,3,3,4,4,3,4,3,2,3,2,4,2,2,3,2,2,3,3,3,3,3,3,1,3,3,2,9_Job,3,3,4,3,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,2,2,3,3,1,2,1,2,2,1,1,2,3,4,3,3,3,3,3,3,3,2,1,3,2
1149,20,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,4,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Off campus with friends/peers,,3.3,,Mother,Father,Vocational/technical certificate or diploma,Vocational/technical certificate or diploma,No,"$40,000 - $59,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Northwood High School,27312,Yes,,3,,No,2_Culture,4_Env,9_Job,13_Music,15_Professional,,,,,,,,,,,,,,,,,7-9,Yes,Yes,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,2,2,4,4,2,2,3,2,3,3,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,15_Professional,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,2,3,3,3,2,3,3,3,3,2,4,4,4,4,4,4,3,3,3,3,2,2,2,2
1150,20,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,2,2,4,3,1,4,3,3,3,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,Off campus with friends/peers,,3.27,4,Mother,Father,Bachelor's or other 4-year degree,Vocational/technical certificate or diploma,Yes,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Franklinton High School,27596,Yes,4,4,,Yes,4_Env,8_International,20_Other,,,,,,,,,,,,,,,,,,3,1-3,Yes,No,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,4,2,2,3,2,3,2,2,2,1,2,2,2,3,2,2,2,1,1,1,1,8_International,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,1,3,3,3,1,1,4,1,1,1,1,3,3,3,4,4,2,4,4,4,4,3,2,4,2
1151,22,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,2,1,1,3,2,3,3,4,4,4,4,3,3,4,2,4,4,4,4,4,4,3,2,2,3,3,2,3,2,2,3,4,Off campus with friends/peers,,3.27,4.0,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,Learning disability,Heterosexual (or Straight),Yes,Durham School of the Arts,27701,No,,,N/a,Yes,3_Eng,9_Job,,,,,,,,,,,,,,,,,,,,7-9,No,Yes,4,3,4,4,3,3,4,3,3,2,4,4,4,3,3,3,3,3,3,1,3,3,3,1,1,1,1,1,1,1,2,3,3,4,3,3,4,2,4,3,3,2,4,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,9_Job,4,3,2,4,2,4,4,3,3,3,4,4,4,3,3,2,3,3,3,1,1,3,3,1,1,1,1,1,1,1,4,4,3,3,2,2,4,2,4,4,3,3,4,3
1152,18,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,3,1,1,1,4,1,4,3,3,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,2,3,2,4,3,2,3,4,A living learning/program related to science and engineering in a residence hall,,3.978,4.0,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,No,"$100,000 - $149,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Sanderson High School,27612,Yes,4,3,,Yes,2_Culture,4_Env,9_Job,10_Community,13_Music,,,,,,,,,,,,,,,,,10-12,Yes,Yes,4,4,4,3,4,4,3,4,4,3,4,4,4,3,3,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,3,3,4,4,2,3,4,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2_Culture,4,4,4,2,4,2,4,4,,2,4,4,4,4,2,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,2,4,4,1,4,1,3,4,1,1
1153,21,Man,Black,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_Job,15_Professional,20_Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,22,Woman,White,Native,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,1,3,1,4,1,1,4,3,Off campus with family,,3.4,4.0,Mother,Not applicable,Associate or other 2-year degree,Unknown/Not applicable,I Don't Have a Sibling,"$20,000 - $39,999",,,,,,,,,,,,,1_Design,3_Eng,9_Job,Pre-professional,15_Professional,16_Research,20_Other,,,,,,,,,,,,,,3,12+,No,Yes,4,4,4,4,4,4,4,3,4,4,4,4,3,4,2,4,4,4,4,1,2,3,3,1,1,2,1,3,1,1,2,3,3,4,2,2,4,4,4,4,3,3,3,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,9_Job,4,4,4,4,4,4,4,3,4,4,4,4,2,2,3,4,3,4,4,1,1,2,2,1,1,1,1,2,1,1,4,4,4,3,2,1,4,4,4,4,3,3,3,1
1155,22,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,4,1,1,1,4,1,4,4,4,4,4,3,3,2,3,3,4,4,4,4,4,4,4,4,4,3,2,1,4,2,1,4,4,Off campus with fiance,3.18,3.2,4.0,Mother,Father,Attended college but did not receive a degree,High school graduate or GED,No,"$20,000 - $39,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Greene Central High School,28580,Yes,2,4,out-of-class activities in high school should be defined like the college was. I participated in a Gamers club in high school as the President as well as worked a 10-20 hour 9_Job.,Yes,8_International,9_Job,15_Professional,16_Research,20_Other,,,,,,,,,,,,,,,,4,12+,Yes,Yes,4,4,4,4,4,4,4,3,4,4,4,4,4,3,3,4,4,4,3,1,4,4,4,1,4,1,1,3,3,1,1,3,2,4,3,1,3,4,4,4,3,3,3,1,4,1,4,3,1,1,3,1,4,2,1,1,1,1,1,3,16_Research,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,3,4,4,4,3,3,4,4,3,4,1,1,3,3,1,1,4,3,4,3,1,1,4,4,4,3,3,4,1
1156,19,Man,White,Hispanic,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Culture,3_Eng,9_Job,15_Professional,17_Public,19_Government,,,,,,,,,,,,,,,,12+,No,Yes,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,2,3,4,1,1,1,1,1,1,1,3,3,3,4,2,4,4,3,4,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9_Job,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,
1157,35,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,3,2,2,2,3,2,4,4,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,3,2,4,3,2,3,3,Off campus with wife and children,,3.7,,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Attended college but did not receive a degree,Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Lee Senior,27330,Yes,2,3,,Yes,4_Env,9_Job,15_Professional,16_Research,,,,,,,,,,,,,,,,,,12+,Yes,Yes,3,3,3,3,2,3,2,2,3,3,3,3,3,3,2,4,4,3,3,3,3,3,3,1,1,2,2,1,1,1,4,3,3,3,3,2,2,4,4,4,2,2,3,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,15_Professional,3,2,2,3,2,4,2,2,3,3,3,3,4,4,3,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,3,4,4,2,2,3,3,3,4,2,2,4,1
1158,23,Woman,Asian,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8_International,9_Job,15_Professional,16_Research,,,,,,,,,,,,,,,,,,7-9,Yes,Yes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9_Job,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,18,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,3,1,1,1,4,1,3,3,3,4,2,2,3,3,3,2,4,4,4,4,4,4,3,2,1,2,3,2,4,2,2,3,3,A living learning/program related to science and engineering in a residence hall,,3.813,4.333,Mother,Father,Bachelor's or other 4-year degree,Bachelor's or other 4-year degree,Yes,"$60,000 - $79,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,I choose not to respond,Yes,High Point Central High School,27265,Yes,5,3,"For my top activity I answered questions about, the program is a retention effort in my college for first year freshman and transfer students that promotes leadership, raises cultural awareness, encourages diversity, and forms unity among fellow students in the college.",Yes,2_Culture,10_Community,20_Other,,,,,,,,,,,,,,,,,,4,4-6,No,No,3,4,4,3,3,4,3,3,4,4,3,4,3,2,3,3,4,3,2,1,1,3,4,1,2,2,1,2,1,1,1,4,3,4,3,3,4,3,4,3,3,2,2,2,2,1,1,1,1,4,1,1,4,2,2,3,1,1,1,1,20_Other,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,2,4,1,3,2,1,4,4,1,1,1,1,2,1,1,1,3,3,4,4,3,4,4,3,4,3,1,2,3
1160,21,Woman,White,Hispanic,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Culture,7_Coeducation,8_International,9_Job,16_Research,,,,,,,,,,,,,,,,,12+,No,Yes,4,4,4,4,3,3,4,2,4,4,4,4,4,3,4,4,4,2,3,3,2,3,3,1,1,2,1,1,1,1,2,3,4,4,3,2,3,4,3,4,3,2,4,2,4,3,4,2,1,1,1,3,3,4,4,1,2,1,2,1,8_International,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,4,3,3,1,1,1,3,3,2,4,1,2,1,1,,,,,,,,,,,,,,
1161,19,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_Job,18_Sports,,,,,,,,,,,,,,,,,,,,7-9,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,19,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4_Env,17_Public,,,,,,,,,,,,,,,,,,,,1-3,Yes,No,3,2,2,3,2,2,1,3,2,2,3,3,3,2,2,2,2,2,1,2,1,3,2,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,20,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20_Other,,,,,,,,,,,,,,,,,,,,4,10-12,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,20,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Culture,9_Job,,,,,,,,,,,,,,,,,,,,10-12,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,19,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4_Env,9_Job,10_Community,11_Media,17_Public,,,,,,,,,,,,,,,,,12+,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,21,Man,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Culture,8_International,9_Job,15_Professional,17_Public,18_Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,22,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3_Eng,9_Job,20_Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,24,Woman,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2_Culture,16_Research,20_Other,,,,,,,,,,,,,,,,,,3,12+,No,No,4,4,4,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,1,1,2,3,1,1,3,1,1,1,1,2,2,3,4,3,4,4,3,3,3,2,2,2,2,2,2,3,2,2,3,3,3,3,2,1,1,1,1,1,1,16_Research,4,4,3,4,3,4,2,2,3,3,3,3,3,3,3,3,3,2,2,1,1,3,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,
1169,22,Man,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,2,1,1,1,3,2,4,4,4,4,3,4,4,3,3,2,3,3,3,4,4,4,4,1,1,3,3,3,4,3,3,4,3,Off campus with friends/peers,,3.9,4.0,Mother,Not applicable,Vocational/technical certificate or diploma,High school graduate or GED,Yes,"$80,000 - $99,999",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,,,Yes,,3,,No,4_Env,7_Coeducation,9_Job,11_Media,15_Professional,16_Research,17_Public,18_Sports,20_Other,,,,,,,,,,,,3,7-9,Yes,Yes,4,3,4,4,4,4,3,3,4,4,4,4,4,3,3,3,3,2,3,2,1,3,3,3,1,2,2,3,2,2,4,4,4,3,3,3,4,4,3,2,3,2,3,1,2,4,3,3,1,1,1,4,3,3,1,1,1,1,2,1,9_Job,4,3,3,3,2,4,4,2,3,3,2,3,2,2,3,2,2,2,3,2,1,3,3,2,1,1,2,2,3,2,4,4,3,3,2,2,2,2,4,3,2,2,3,1
1170,18,Man,White,,,,,,,"Yes, from a non-STEM major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4_Env,8_International,9_Job,20_Other,,,,,,,,,,,,,,,,,2,1-3,No,Yes,3,3,2,3,2,3,4,3,3,2,3,3,3,1,4,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,3,3,4,3,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,8_International,2,2,2,2,2,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,4,4,,,,,,,,,,,,
1171,23,Woman,White,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9_Job,15_Professional,16_Research,17_Public,20_Other,,,,,,,,,,,,,,,,2,12+,Yes,Yes,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,2,2,3,3,3,3,4,2,2,2,3,4,3,2,4,2,4,2,3,3,2,3,4,3,4,2,2,3,2,2,2,2,16_Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,21,Man,Hispanic,,,,,,,No,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Off campus with family,,3.2,,Father,Mother,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,Yes,"$80,000 - $99,999",a U.S. Citizen: naturalized,No,I choose not to respond,Heterosexual (or Straight),Yes,,,,,,,,4_Env,9_Job,20_Other,,,,,,,,,,,,,,,,,,2,1-3,No,Yes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,3,3,1,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4_Env,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2
1173,19,Woman,White,,,,,,,"Yes, from a STEM Major",No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,3,2,2,2,3,1,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,3,3,3,3,4,3,4,4,3,2,4,4,A non-science or non-engineering living/learning program in a residence hall,,2.8,4.0,Mother,Father,"Master's degree (M.A., M.S., M.B.A., etc.)",Bachelor's or other 4-year degree,No,"More than $200,000",a U.S. Citizen: born in the U.S.,No,I have no disabilities,Heterosexual (or Straight),Yes,Loudoun Valley HS,20132,Yes,3,4,,Yes,1_Design,3_Eng,4_Env,6_Fraternity,8_International,10_Community,13_Music,16_Research,18_Sports,20_Other,,,,,,,,,,,2,7-9,No,No,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,1,2,3,3,3,1,3,1,1,1,1,4,4,4,4,2,2,4,3,4,4,3,3,4,4,3,1,3,3,1,1,1,1,3,3,4,4,2,1,3,1,16_Research,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,2,1,4,1,1,1,1,4,4,4,4,2,4,4,4,4,4,2,2,4,3
